Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID,intent,query,response,Priority_Level,Resolution_Status,Customer_Satisfaction_Score,Agent_ID,Resolution_Time_Hours,Category,Channel_Rating,Follow_up_Required
2022-01-15 05:42:30.030006001,Debit Card,Rupay,Lost Card,Phone Call,Can you tell me my available balance,Yes,National Bank,GA,22588,Military,Yes,Mobile App,2022-01-16 05:42:30.030006001,Closed with explanation,Yes,No,COMP_000066,balance_inquiry,Can you tell me my available balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_008,23.042373997763228,Balance Inquiry,1,Yes
2022-01-15 10:57:55.415083016,Current Account,Premium,Lost Card,Online Issue,Want to file a formal complaint,No,National Bank,GA,93310,None,Yes,Web,2022-01-16 10:57:55.415083016,In progress,Yes,No,COMP_000067,complaint_management,Want to file a formal complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,3,AGT_070,4.763128018322891,Complaint Management,3,No
2022-01-15 16:13:20.800160032,Home Loan,Premium,Transaction Dispute,Mobile App,Need balance information for my savings account Please help me quickly.,Yes,XYZ Financial,NC,99393,None,Yes,Web,2022-01-17 16:13:20.800160032,Closed with explanation,Yes,Yes,COMP_000068,balance_inquiry,Need balance information for my savings account Please help me quickly.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Resolved,2,AGT_008,84.08712936550103,Balance Inquiry,1,No
2022-01-15 21:28:46.185237047,Savings Account,Gold,Transaction Dispute,Online Issue,Having trouble with online bill payment,No,XYZ Financial,MI,65409,Military,No,Mobile App,2022-01-15 21:28:46.185237047,Closed with explanation,No,No,COMP_000069,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_048,25.280427256493674,Bill Payments,2,No
2022-01-16 02:44:11.570314062,Current Account,Visa,Balance Inquiry,Online Issue,I want to unblock my card that was blocked yesterday,No,Regional Credit Union,NC,95150,None,No,Phone,2022-01-17 02:44:11.570314062,In progress,Yes,No,COMP_000070,card_management,I want to unblock my card that was blocked yesterday,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,5,AGT_075,11.305915467181139,Card Management,1,No
2022-01-16 07:59:36.955391078,Car Loan,Rupay,Interest Rate,Online Issue,I want to check my checking account balance,Yes,ABC Bank,TX,32443,Older American,Yes,Web,2022-01-17 07:59:36.955391078,Closed,Yes,No,COMP_000071,balance_inquiry,I want to check my checking account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_093,10.017789153859145,Balance Inquiry,4,Yes
2022-01-16 13:15:02.340468093,Fixed Deposit,Gold,Loan Payment,Email,I want to set up automatic bill payments,No,Digital Bank Corp,IL,43174,Student,No,Web,2022-01-18 13:15:02.340468093,Closed with explanation,No,Yes,COMP_000072,bill_payments,I want to set up automatic bill payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,2,AGT_078,15.96678117358588,Bill Payments,5,Yes
2022-01-16 18:30:27.725545109,Debit Card,Standard,Transaction Dispute,ATM Issue,Need assistance with loan prepayment,Yes,National Bank,MI,96365,Military,Yes,Web,2022-01-16 18:30:27.725545109,Closed with explanation,Yes,No,COMP_000073,loan_assistance,Need assistance with loan prepayment,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Escalated,4,AGT_068,2.1854897913657334,Loan Assistance,1,No
2022-01-16 23:45:53.110622124,Current Account,Basic,Loan Payment,Phone Call,Want to schedule recurring payments I'm very frustrated.,No,ABC Bank,MI,47384,None,Yes,Web,2022-01-17 23:45:53.110622124,In progress,Yes,No,COMP_000074,bill_payments,Want to schedule recurring payments I'm very frustrated.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,3,AGT_100,13.228639218129844,Bill Payments,2,No
2022-01-17 05:01:18.495699139,Car Loan,Gold,Balance Inquiry,Mobile App,"My loan payment is overdue, what should I do Please help me quickly.",No,ABC Bank,OH,90532,Older American,Yes,Phone,2022-01-19 05:01:18.495699139,Closed with explanation,Yes,No,COMP_000075,loan_assistance,"My loan payment is overdue, what should I do Please help me quickly.",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_064,3.5205987027678556,Loan Assistance,5,No
2022-01-17 10:16:43.880776155,Credit Card,Visa,Bill Payment,Branch Visit,Please block my card as it's been stolen,No,National Bank,MI,43893,None,Yes,Web,2022-01-17 10:16:43.880776155,Closed,Yes,No,COMP_000076,card_management,Please block my card as it's been stolen,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_013,17.568295728612835,Card Management,2,No
2022-01-17 15:32:09.265853170,Personal Loan,Basic,Fees,Mobile App,The customer service was very poor Please help me quickly.,Yes,XYZ Financial,OH,29201,Student,No,Phone,2022-01-18 15:32:09.265853170,Closed with explanation,No,No,COMP_000077,complaint_management,The customer service was very poor Please help me quickly.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_062,13.184984623204999,Complaint Management,4,No
2022-01-17 20:47:34.650930186,Fixed Deposit,Basic,Bill Payment,Branch Visit,I faced discrimination at your branch,No,Regional Credit Union,FL,72711,None,No,Phone,2022-01-18 20:47:34.650930186,Closed with explanation,Yes,No,COMP_000078,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_098,1.5645208206343588,Complaint Management,4,No
2022-01-18 02:03:00.036007201,Debit Card,Rupay,Interest Rate,Online Issue,I want to unblock my card that was blocked yesterday,Yes,Digital Bank Corp,FL,52685,Student,Yes,Phone,2022-01-20 02:03:00.036007201,Closed,Yes,No,COMP_000079,card_management,I want to unblock my card that was blocked yesterday,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_042,18.622744675245265,Card Management,5,No
2022-01-18 07:18:25.421084216,Savings Account,Visa,Lost Card,Mobile App,Please block my card as it's been stolen This is the third time I'm calling.,Yes,XYZ Financial,TX,82909,None,Yes,Email,2022-01-18 07:18:25.421084216,Closed with explanation,Yes,No,COMP_000080,card_management,Please block my card as it's been stolen This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Pending,5,AGT_052,16.75902115719347,Card Management,1,No
2022-01-18 12:33:50.806161232,Debit Card,Standard,Interest Rate,Chat,My bill payment is not reflecting in the system I'm very frustrated.,No,National Bank,FL,62188,Older American,Yes,Web,2022-01-19 12:33:50.806161232,Closed,Yes,No,COMP_000081,bill_payments,My bill payment is not reflecting in the system I'm very frustrated.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_002,15.907561439208749,Bill Payments,2,Yes
2022-01-18 17:49:16.191238247,Car Loan,Visa,Card Block,Chat,How much money do I have in my account I've been waiting for days.,Yes,National Bank,CA,56851,None,No,Phone,2022-01-18 17:49:16.191238247,Closed,Yes,No,COMP_000082,balance_inquiry,How much money do I have in my account I've been waiting for days.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Pending,5,AGT_099,11.003644401190446,Balance Inquiry,4,No
2022-01-18 23:04:41.576315263,Current Account,MasterCard,Lost Card,Email,Having trouble with online bill payment,No,Regional Credit Union,MI,34022,Older American,Yes,Web,2022-01-18 23:04:41.576315263,Closed,Yes,No,COMP_000083,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,1,AGT_099,7.417043036000312,Bill Payments,3,No
2022-01-19 04:20:06.961392278,Debit Card,Standard,Transaction Dispute,Mobile App,Not happy with the service quality This is the third time I'm calling.,Yes,National Bank,PA,65316,None,Yes,Web,2022-01-19 04:20:06.961392278,In progress,Yes,Yes,COMP_000084,complaint_management,Not happy with the service quality This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Escalated,4,AGT_021,41.84939989986863,Complaint Management,2,No
2022-01-19 09:35:32.346469293,Personal Loan,Premium,Balance Inquiry,Chat,I need to check my account balance but cannot access online banking I'm very frustrated.,Yes,Regional Credit Union,GA,70920,None,Yes,Email,2022-01-21 09:35:32.346469293,Closed with explanation,No,No,COMP_000085,balance_inquiry,I need to check my account balance but cannot access online banking I'm very frustrated.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_052,35.76278879355961,Balance Inquiry,3,Yes
2022-01-19 14:50:57.731546309,Savings Account,Gold,Balance Inquiry,Chat,Need help calculating my loan interest Please help me quickly.,No,ABC Bank,NC,62161,None,Yes,Web,2022-01-20 14:50:57.731546309,Closed with explanation,No,No,COMP_000086,loan_assistance,Need help calculating my loan interest Please help me quickly.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,4,AGT_012,15.434238304898436,Loan Assistance,2,No
2022-01-19 20:06:23.116623324,Fixed Deposit,MasterCard,Bill Payment,Online Issue,Need reminder for upcoming bill payment This is urgent.,Yes,Digital Bank Corp,MI,87425,None,Yes,Web,2022-01-21 20:06:23.116623324,Closed,Yes,No,COMP_000087,bill_payments,Need reminder for upcoming bill payment This is urgent.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Pending,1,AGT_012,60.29758903858157,Bill Payments,2,No
2022-01-20 01:21:48.501700340,Savings Account,Gold,Bill Payment,Branch Visit,Need assistance with mobile recharge,Yes,Digital Bank Corp,NC,53541,None,Yes,Web,2022-01-20 01:21:48.501700340,Closed,Yes,No,COMP_000088,bill_payments,Need assistance with mobile recharge,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Pending,5,AGT_022,18.75369947889108,Bill Payments,5,No
2022-01-20 06:37:13.886777355,Car Loan,Basic,Bill Payment,Branch Visit,Can you help me with loan restructuring,Yes,Regional Credit Union,GA,51321,None,No,Email,2022-01-22 06:37:13.886777355,In progress,Yes,No,COMP_000089,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,2,AGT_021,31.698568381635255,Loan Assistance,3,Yes
2022-01-20 11:52:39.271854370,Savings Account,MasterCard,Fees,ATM Issue,Can you tell me my available balance,Yes,ABC Bank,NC,29873,None,Yes,Email,2022-01-22 11:52:39.271854370,Closed with explanation,No,No,COMP_000090,balance_inquiry,Can you tell me my available balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_010,52.15861630711234,Balance Inquiry,3,Yes
2022-01-20 17:08:04.656931386,Car Loan,MasterCard,Loan Payment,Email,Having trouble with online bill payment,Yes,ABC Bank,FL,69664,None,Yes,Phone,2022-01-20 17:08:04.656931386,Closed with explanation,Yes,No,COMP_000091,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_019,7.547164467029983,Bill Payments,4,No
2022-01-20 22:23:30.042008401,Home Loan,Basic,Fees,Email,Can you help me with loan restructuring,Yes,National Bank,TX,67775,Student,Yes,Email,2022-01-20 22:23:30.042008401,Closed with explanation,Yes,No,COMP_000092,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Escalated,4,AGT_045,4.572750082572732,Loan Assistance,4,No
2022-01-21 03:38:55.427085417,Home Loan,Rupay,Bill Payment,Online Issue,Can you help me with loan restructuring,No,Regional Credit Union,NC,18329,Student,Yes,Web,2022-01-22 03:38:55.427085417,Closed with explanation,Yes,No,COMP_000093,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,3,AGT_046,6.134183613923879,Loan Assistance,5,No
2022-01-21 08:54:20.812162432,Debit Card,Platinum,Lost Card,Branch Visit,I want to set up automatic bill payments,Yes,National Bank,OH,66614,None,Yes,Email,2022-01-22 08:54:20.812162432,Closed with explanation,Yes,Yes,COMP_000094,bill_payments,I want to set up automatic bill payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Escalated,1,AGT_036,0.32383805496976015,Bill Payments,4,Yes
2022-01-21 14:09:46.197239447,Savings Account,Platinum,Fees,Email,Not happy with the service quality This is the third time I'm calling.,Yes,ABC Bank,PA,51800,None,Yes,Web,2022-01-22 14:09:46.197239447,Closed with explanation,Yes,No,COMP_000095,complaint_management,Not happy with the service quality This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_032,26.16044113998455,Complaint Management,4,Yes
2022-01-21 19:25:11.582316463,Fixed Deposit,Platinum,Interest Rate,Phone Call,Want to schedule recurring payments,No,XYZ Financial,IL,44521,Military,Yes,Web,2022-01-21 19:25:11.582316463,Closed,Yes,Yes,COMP_000096,bill_payments,Want to schedule recurring payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,2,AGT_071,27.629645306075265,Bill Payments,1,No
